clip_id,agreed,elbow,asymmetry,shoulder,trunk,head
P03_ASY_rep4,1,0,1,0,0,0
P03_ASY_rep5,1,0,1,0,0,0
P03_COR_rep1,1,0,0,0,0,0
P03_COR_rep10,1,0,0,0,0,0
P03_COR_rep2,1,0,0,0,0,0
P03_COR_rep3,1,0,0,0,0,0
P03_COR_rep4,1,0,0,0,0,0
P03_COR_rep5,1,0,0,0,0,0
P03_COR_rep6,1,0,0,0,0,0
P03_COR_rep7,1,0,0,0,0,0
P03_COR_rep8,1,0,0,0,0,0
P03_COR_rep9,1,0,0,0,0,0
P03_ELB_rep1,1,1,0,0,0,0
P03_ELB_rep2,1,1,0,0,0,0
P03_ELB_rep3,1,1,0,0,0,0
P03_ELB_rep4,1,1,0,0,0,0
P03_ELB_rep5,1,1,0,0,0,0
P03_HED_rep1,0,,,,,
P03_HED_rep2,1,0,0,0,0,1
P03_HED_rep3,1,0,0,0,0,1
P03_HED_rep4,1,0,0,0,0,1
P03_HED_rep5,1,0,0,0,0,1
P03_SHR_rep1,1,0,0,1,0,0
P03_SHR_rep2,1,0,0,1,0,0
P03_SHR_rep3,1,0,0,1,0,0
P03_SHR_rep4,1,0,0,1,0,0
P03_SHR_rep5,1,0,0,1,0,0
P03_TRK_rep1,1,0,0,0,1,0
P03_TRK_rep2,0,,,,,
P03_TRK_rep3,1,0,0,0,1,0
P03_TRK_rep4,0,,,,,
P03_TRK_rep5,1,0,0,0,1,0
P04_ASY_rep1,1,0,1,0,0,0
P04_ASY_rep2,1,0,1,0,0,0
P04_ASY_rep3,1,0,1,0,0,0
P04_ASY_rep4,1,0,1,0,0,0
P04_ASY_rep5,1,0,1,0,0,0
P04_COR_rep1,1,0,0,0,0,0
P04_COR_rep10,1,0,0,0,0,0
P04_COR_rep2,1,0,0,0,0,0
P04_COR_rep3,1,0,0,0,0,0
P04_COR_rep4,1,0,0,0,0,0
P04_COR_rep5,1,0,0,0,0,0
P04_COR_rep6,1,0,0,0,0,0
P04_COR_rep7,1,0,0,0,0,0
P04_COR_rep8,1,0,0,0,0,0
P04_COR_rep9,1,0,0,0,0,0
P04_ELB_rep1,1,1,0,0,0,0
P04_ELB_rep2,0,,,,,
P04_ELB_rep3,0,,,,,
P04_ELB_rep4,1,1,0,0,0,0
P04_ELB_rep5,1,1,0,0,0,0
P04_HED_rep2,0,,,,,
P04_HED_rep3,1,0,0,0,0,1
P04_HED_rep4,1,0,0,0,0,1
P04_HED_rep5,0,,,,,
P04_SHR_rep1,1,0,0,1,0,0
P04_SHR_rep2,1,0,0,1,0,0
P04_SHR_rep3,1,0,0,1,0,0
P04_SHR_rep4,1,0,0,1,0,0
P04_SHR_rep5,1,0,0,1,0,0
P04_TRK_rep1,1,0,0,0,1,0
P04_TRK_rep2,1,0,0,0,1,0
P04_TRK_rep3,1,0,0,0,1,0
P04_TRK_rep4,1,0,0,0,1,0
P04_TRK_rep5,1,0,1,0,1,0
P05_ASY_rep1,1,0,1,0,0,0
P05_ASY_rep2,1,0,1,0,0,0
P05_ASY_rep3,1,0,1,0,0,0
P05_ASY_rep4,1,0,1,0,0,0
P05_ASY_rep5,1,0,1,0,0,0
P05_COR_rep10,1,0,0,0,0,0
P05_COR_rep2,1,0,0,0,0,0
P05_COR_rep3,1,0,0,0,0,0
P05_COR_rep4,1,0,0,0,0,0
P05_COR_rep5,1,0,0,0,0,0
P05_COR_rep6,1,0,0,0,0,0
P05_COR_rep7,1,0,0,0,0,0
P05_COR_rep8,1,0,0,0,0,0
P05_COR_rep9,1,0,0,0,0,0
P05_ELB_rep1,1,1,0,0,0,0
P05_ELB_rep2,1,1,0,0,0,0
P05_ELB_rep3,0,,,,,
P05_ELB_rep4,0,,,,,
P05_ELB_rep5,0,,,,,
P05_HED_rep2,1,0,0,0,0,1
P05_HED_rep3,1,0,0,0,0,1
P05_HED_rep4,1,0,0,0,0,1
P05_HED_rep5,1,0,0,0,0,1
P05_SHR_rep2,1,0,0,1,0,0
P05_SHR_rep3,1,0,0,1,0,0
P05_SHR_rep4,1,0,0,1,0,0
P05_SHR_rep5,1,0,0,1,0,0
P05_TRK_rep2,0,,,,,
P05_TRK_rep3,0,,,,,
P05_TRK_rep4,0,,,,,
P05_TRK_rep5,1,0,0,0,1,0
P06_ASY_rep1,1,0,1,0,0,0
P06_ASY_rep2,1,0,1,0,0,0
P06_ASY_rep3,1,0,1,0,0,0
P06_ASY_rep4,1,0,1,0,0,0
P06_ASY_rep5,1,0,1,0,0,0
P06_COR_rep1,1,0,0,0,0,0
P06_COR_rep10,1,0,0,0,0,0
P06_COR_rep2,1,0,0,0,0,0
P06_COR_rep3,1,0,0,0,0,0
P06_COR_rep4,1,0,0,0,0,0
P06_COR_rep5,1,0,0,0,0,0
P06_COR_rep6,1,0,0,0,0,0
P06_COR_rep7,1,0,0,0,0,0
P06_COR_rep8,1,0,0,0,0,0
P06_COR_rep9,1,0,0,0,0,0
P06_ELB_rep1,0,,,,,
P06_ELB_rep2,1,1,0,0,0,0
P06_ELB_rep3,1,1,0,0,0,0
P06_ELB_rep4,1,1,0,0,0,0
P06_ELB_rep5,0,,,,,
P06_HED_rep1,1,0,0,0,0,1
P06_HED_rep2,1,0,0,0,0,1
P06_HED_rep3,1,0,0,0,0,1
P06_HED_rep4,1,0,0,0,0,1
P06_HED_rep5,0,,,,,
P06_SHR_rep1,1,0,0,1,0,0
P06_SHR_rep2,1,0,0,1,0,0
P06_SHR_rep3,1,0,0,1,0,0
P06_SHR_rep4,1,0,0,1,0,0
P06_SHR_rep5,1,0,0,1,0,0
P06_TRK_rep1,1,0,0,0,1,1
P06_TRK_rep2,1,0,0,0,1,1
P06_TRK_rep3,1,0,0,0,1,1
P06_TRK_rep4,0,,,,,
P06_TRK_rep5,0,,,,,
P07_ASY_rep1,1,0,1,0,0,0
P07_ASY_rep2,1,0,1,0,0,0
P07_ASY_rep3,1,0,1,0,0,0
P07_ASY_rep4,1,0,1,0,0,0
P07_ASY_rep5,1,0,1,0,0,0
P07_COR_rep1,1,0,0,0,0,0
P07_COR_rep10,1,0,0,0,0,0
P07_COR_rep2,1,0,0,0,0,0
P07_COR_rep3,1,0,0,0,0,0
P07_COR_rep4,1,0,0,0,0,0
P07_COR_rep5,1,0,0,0,0,0
P07_COR_rep6,1,0,0,0,0,0
P07_COR_rep7,1,0,0,0,0,0
P07_COR_rep8,1,0,0,0,0,0
P07_COR_rep9,1,0,0,0,0,0
P07_ELB_rep1,1,1,0,0,0,0
P07_ELB_rep2,1,1,0,0,0,0
P07_ELB_rep3,1,1,0,0,0,0
P07_ELB_rep4,1,1,0,0,0,0
P07_ELB_rep5,1,1,0,0,0,0
P07_HED_rep1,1,0,0,0,0,1
P07_HED_rep2,1,0,0,0,0,1
P07_HED_rep3,1,0,0,0,0,1
P07_HED_rep4,1,0,0,0,0,1
P07_HED_rep5,1,0,0,0,0,1
P07_SHR_rep1,1,0,0,1,0,0
P07_SHR_rep2,1,0,0,1,0,0
P07_SHR_rep3,1,0,0,1,0,0
P07_SHR_rep4,1,0,0,1,0,0
P07_SHR_rep5,1,0,0,1,0,0
P07_TRK_rep1,0,,,,,
P07_TRK_rep2,0,,,,,
P07_TRK_rep3,0,,,,,
P07_TRK_rep4,0,,,,,
P07_TRK_rep5,0,,,,,
P08_ASY_rep1,1,0,0,0,0,0
P08_ASY_rep2,1,0,1,0,0,0
P08_ASY_rep3,1,0,1,0,0,0
P08_ASY_rep4,1,0,1,0,0,0
P08_ASY_rep5,1,0,1,0,0,0
P08_COR_rep1,0,,,,,
P08_COR_rep10,0,,,,,
P08_COR_rep2,0,,,,,
P08_COR_rep3,0,,,,,
P08_COR_rep4,0,,,,,
P08_COR_rep5,0,,,,,
P08_COR_rep6,0,,,,,
P08_COR_rep7,0,,,,,
P08_COR_rep8,0,,,,,
P08_COR_rep9,0,,,,,
P08_ELB_rep1,1,1,0,0,0,0
P08_ELB_rep2,0,,,,,
P08_ELB_rep3,1,1,0,0,0,0
P08_ELB_rep4,0,,,,,
P08_ELB_rep5,1,1,0,0,0,0
P08_HED_rep1,0,,,,,
P08_HED_rep2,1,0,0,0,0,1
P08_HED_rep3,1,0,0,1,0,1
P08_HED_rep4,1,0,0,0,0,1
P08_HED_rep5,1,0,0,0,0,1
P08_SHR_rep1,0,,,,,
P08_SHR_rep2,0,,,,,
P08_SHR_rep3,0,,,,,
P08_SHR_rep4,0,,,,,
P08_SHR_rep5,0,,,,,
P08_TRK_rep1,1,0,1,0,1,0
P08_TRK_rep2,1,0,1,0,1,0
P08_TRK_rep3,0,,,,,
P08_TRK_rep4,1,0,1,0,1,0
P08_TRK_rep5,1,0,1,0,1,0
P09_ASY_rep1,1,0,1,0,0,0
P09_ASY_rep2,1,0,1,0,0,0
P09_ASY_rep3,1,0,1,0,0,0
P09_ASY_rep4,1,0,1,0,0,0
P09_ASY_rep5,1,0,1,0,0,0
P09_COR_rep1,1,0,0,0,0,0
P09_COR_rep10,1,0,0,0,0,0
P09_COR_rep2,1,0,0,0,0,0
P09_COR_rep3,1,0,0,0,0,0
P09_COR_rep4,1,0,0,0,0,0
P09_COR_rep5,1,0,0,0,0,0
P09_COR_rep6,1,0,0,0,0,0
P09_COR_rep7,1,0,0,0,0,0
P09_COR_rep8,1,0,0,0,0,0
P09_COR_rep9,1,0,0,0,0,0
P09_ELB_rep1,1,1,0,0,0,0
P09_ELB_rep2,1,1,0,1,0,0
P09_ELB_rep3,0,,,,,
P09_ELB_rep4,1,1,0,1,0,0
P09_ELB_rep5,1,1,0,1,0,0
P09_HED_rep1,0,,,,,
P09_HED_rep2,0,,,,,
P09_HED_rep3,0,,,,,
P09_HED_rep4,1,0,0,1,0,1
P09_HED_rep5,0,,,,,
P09_SHR_rep1,1,0,0,1,0,0
P09_SHR_rep2,1,0,0,1,0,0
P09_SHR_rep3,1,0,0,1,0,0
P09_SHR_rep4,1,0,0,1,0,0
P09_SHR_rep5,1,0,0,1,0,0
P09_TRK_rep1,0,,,,,
P09_TRK_rep2,0,,,,,
P09_TRK_rep3,0,,,,,
P09_TRK_rep4,0,,,,,
P09_TRK_rep5,0,,,,,
P10_ASY_rep1,1,0,1,0,0,0
P10_ASY_rep2,1,0,1,0,0,0
P10_ASY_rep3,1,0,1,0,0,0
P10_ASY_rep4,1,0,1,0,0,0
P10_ASY_rep5,1,0,1,0,0,0
P10_COR_rep1,1,0,0,0,0,0
P10_COR_rep10,1,0,0,0,0,0
P10_COR_rep2,1,0,0,0,0,0
P10_COR_rep3,1,0,0,0,0,0
P10_COR_rep4,1,0,0,0,0,0
P10_COR_rep5,1,0,0,0,0,0
P10_COR_rep6,1,0,0,0,0,0
P10_COR_rep7,1,0,0,0,0,0
P10_COR_rep8,1,0,0,0,0,0
P10_COR_rep9,1,0,0,0,0,0
P10_ELB_rep1,1,1,0,0,0,0
P10_ELB_rep2,1,1,0,0,0,0
P10_ELB_rep3,1,1,0,0,0,0
P10_ELB_rep4,1,1,0,0,0,0
P10_ELB_rep5,1,1,0,0,0,0
P10_HED_rep1,1,0,0,0,0,1
P10_HED_rep2,1,0,0,0,0,1
P10_HED_rep3,1,0,0,0,0,1
P10_HED_rep4,1,0,0,0,0,1
P10_HED_rep5,1,0,0,0,0,1
P10_SHR_rep1,1,0,0,1,0,0
P10_SHR_rep2,1,0,0,1,0,0
P10_SHR_rep3,1,0,0,1,0,0
P10_SHR_rep4,1,0,0,1,0,0
P10_SHR_rep5,0,,,,,
P10_TRK_rep1,0,,,,,
P10_TRK_rep2,0,,,,,
P10_TRK_rep3,1,0,0,0,1,1
P10_TRK_rep4,1,0,0,0,1,1
P10_TRK_rep5,0,,,,,
P11_ASY_rep1,1,0,1,0,0,0
P11_ASY_rep2,1,0,1,0,0,0
P11_ASY_rep3,1,0,1,0,0,0
P11_ASY_rep4,1,0,1,0,0,0
P11_ASY_rep5,1,0,1,0,0,0
P11_COR_rep1,0,,,,,
P11_COR_rep10,1,0,0,0,0,0
P11_COR_rep2,0,,,,,
P11_COR_rep3,0,,,,,
P11_COR_rep4,1,0,0,0,0,0
P11_COR_rep5,1,0,1,0,0,0
P11_COR_rep6,1,0,0,0,0,0
P11_COR_rep7,1,0,0,0,0,0
P11_COR_rep8,1,0,0,0,0,0
P11_COR_rep9,1,0,0,0,0,0
P11_ELB_rep1,1,1,0,0,0,0
P11_ELB_rep2,1,1,0,0,0,0
P11_ELB_rep3,1,1,0,0,0,0
P11_ELB_rep4,0,,,,,
P11_ELB_rep5,1,1,0,0,0,0
P11_HED_rep1,1,0,0,0,0,1
P11_HED_rep2,1,0,0,0,0,1
P11_HED_rep3,1,0,0,0,0,1
P11_HED_rep4,1,0,0,0,0,1
P11_HED_rep5,1,0,0,0,0,1
P11_SHR_rep1,1,0,0,1,0,0
P11_SHR_rep2,1,0,0,1,0,0
P11_SHR_rep3,1,0,0,1,0,0
P11_SHR_rep4,1,0,0,1,0,0
P11_SHR_rep5,1,0,0,1,0,0
P11_TRK_rep1,1,0,0,0,1,0
P11_TRK_rep2,0,,,,,
P11_TRK_rep3,0,,,,,
P11_TRK_rep4,0,,,,,
P11_TRK_rep5,0,,,,,
P12_ASY_rep1,1,0,1,0,0,0
P12_ASY_rep2,1,0,1,0,0,0
P12_ASY_rep3,1,0,1,0,0,0
P12_ASY_rep4,1,0,1,0,0,0
P12_ASY_rep5,1,0,1,0,0,0
P12_COR_rep1,1,0,0,0,0,0
P12_COR_rep10,1,0,0,0,0,0
P12_COR_rep2,1,0,0,0,0,0
P12_COR_rep3,1,0,0,0,0,0
P12_COR_rep4,1,0,0,0,0,0
P12_COR_rep5,1,0,0,0,0,0
P12_COR_rep6,1,0,0,0,0,0
P12_COR_rep7,1,0,0,0,0,0
P12_COR_rep8,1,0,0,0,0,0
P12_COR_rep9,1,0,0,0,0,0
P12_ELB_rep1,1,1,0,0,0,0
P12_ELB_rep2,1,1,0,0,0,0
P12_ELB_rep3,1,1,0,0,0,0
P12_ELB_rep4,1,1,0,0,0,0
P12_ELB_rep5,1,1,0,0,0,0
P12_HED_rep1,0,,,,,
P12_HED_rep2,1,0,0,0,0,1
P12_HED_rep3,1,0,0,1,0,1
P12_HED_rep4,1,0,0,1,0,1
P12_HED_rep5,0,,,,,
P12_SHR_rep1,1,0,0,1,0,0
P12_SHR_rep2,1,0,0,1,0,0
P12_SHR_rep3,1,0,0,1,0,0
P12_SHR_rep4,1,0,0,1,0,0
P12_SHR_rep5,1,0,0,1,0,0
P12_TRK_rep1,0,,,,,
P12_TRK_rep2,0,,,,,
P12_TRK_rep3,0,,,,,
P12_TRK_rep4,1,0,1,0,1,0
P12_TRK_rep5,0,,,,,
P13_ASY_rep1,1,0,1,0,0,0
P13_ASY_rep2,1,0,1,0,0,0
P13_ASY_rep3,1,0,1,0,0,0
P13_ASY_rep4,1,0,1,0,0,0
P13_ASY_rep5,1,0,1,0,0,0
P13_COR_rep1,0,,,,,
P13_COR_rep10,0,,,,,
P13_COR_rep2,0,,,,,
P13_COR_rep3,1,0,0,0,0,0
P13_COR_rep4,1,0,0,0,0,0
P13_COR_rep5,0,,,,,
P13_COR_rep6,1,0,0,0,0,0
P13_COR_rep7,1,0,0,0,0,0
P13_COR_rep8,0,,,,,
P13_COR_rep9,0,,,,,
P13_ELB_rep1,1,1,0,0,0,0
P13_ELB_rep2,0,,,,,
P13_ELB_rep3,1,1,0,0,0,0
P13_ELB_rep4,1,1,0,0,0,0
P13_ELB_rep5,1,1,0,0,0,0
P13_HED_rep1,1,0,0,0,0,1
P13_HED_rep2,0,,,,,
P13_HED_rep3,1,0,0,0,0,1
P13_HED_rep4,1,0,0,0,0,1
P13_HED_rep5,1,0,0,0,0,1
P13_SHR_rep1,1,0,0,1,0,0
P13_SHR_rep2,1,0,0,1,0,0
P13_SHR_rep3,1,0,0,1,0,0
P13_SHR_rep4,1,0,0,1,0,0
P13_SHR_rep5,1,0,0,1,0,0
P13_TRK_rep1,0,,,,,
P13_TRK_rep2,0,,,,,
P13_TRK_rep3,0,,,,,
P13_TRK_rep4,0,,,,,
P13_TRK_rep5,0,,,,,
P14_ASY_rep1,1,0,1,0,0,0
P14_ASY_rep2,1,0,1,0,0,0
P14_ASY_rep3,1,0,1,0,0,0
P14_ASY_rep4,1,0,1,0,0,0
P14_ASY_rep5,1,0,1,0,0,0
P14_COR_rep1,1,0,0,0,0,0
P14_COR_rep10,1,0,0,0,0,0
P14_COR_rep2,1,0,0,0,0,0
P14_COR_rep3,1,0,0,0,0,0
P14_COR_rep4,1,0,0,0,0,0
P14_COR_rep5,1,0,0,0,0,0
P14_COR_rep6,1,0,0,0,0,0
P14_COR_rep7,1,0,0,0,0,0
P14_COR_rep8,1,0,0,0,0,0
P14_COR_rep9,1,0,0,0,0,0
P14_ELB_rep1,0,,,,,
P14_ELB_rep2,1,1,0,0,0,0
P14_ELB_rep3,1,1,0,0,0,0
P14_ELB_rep4,1,1,0,0,0,0
P14_ELB_rep5,1,1,0,0,0,0
P14_HED_rep1,1,0,0,0,0,1
P14_HED_rep2,0,,,,,
P14_HED_rep3,0,,,,,
P14_HED_rep4,0,,,,,
P14_HED_rep5,1,0,0,0,0,1
P14_SHR_rep1,1,0,0,1,0,0
P14_SHR_rep2,1,0,0,1,0,0
P14_SHR_rep3,1,0,0,1,0,0
P14_SHR_rep4,1,0,0,1,0,0
P14_SHR_rep5,1,0,0,1,0,0
P14_TRK_rep1,0,,,,,
P14_TRK_rep2,1,0,0,0,1,0
P14_TRK_rep3,0,,,,,
P14_TRK_rep4,1,0,0,0,1,0
P14_TRK_rep5,1,0,0,0,1,0
P15_ASY_rep1,1,0,1,0,0,0
P15_ASY_rep2,0,,,,,
P15_ASY_rep3,1,0,1,0,0,0
P15_ASY_rep4,0,,,,,
P15_ASY_rep5,0,,,,,
P15_COR_rep1,1,0,0,0,0,0
P15_COR_rep10,1,0,0,0,0,0
P15_COR_rep2,1,0,0,0,0,0
P15_COR_rep3,1,0,0,0,0,0
P15_COR_rep4,1,0,0,0,0,0
P15_COR_rep5,1,0,0,0,0,0
P15_COR_rep6,1,0,0,0,0,0
P15_COR_rep7,1,0,0,0,0,0
P15_COR_rep8,1,0,0,0,0,0
P15_COR_rep9,0,,,,,
P15_ELB_rep1,1,1,0,1,0,0
P15_ELB_rep2,1,1,0,1,0,0
P15_ELB_rep3,1,1,0,0,0,0
P15_ELB_rep4,0,,,,,
P15_ELB_rep5,0,,,,,
P15_HED_rep1,1,0,0,1,0,1
P15_HED_rep2,0,,,,,
P15_HED_rep3,1,0,0,0,0,1
P15_HED_rep4,1,0,0,1,0,1
P15_HED_rep5,0,,,,,
P15_SHR_rep1,1,0,0,1,0,0
P15_SHR_rep2,1,0,0,1,0,0
P15_SHR_rep3,1,0,0,1,0,0
P15_SHR_rep4,1,0,0,1,0,0
P15_SHR_rep5,1,0,0,1,0,0
P15_TRK_rep1,1,0,0,0,1,0
P15_TRK_rep2,1,0,0,0,1,0
P15_TRK_rep3,1,0,0,0,1,0
P15_TRK_rep4,1,0,0,0,1,0
P15_TRK_rep5,1,0,0,0,1,0
P16_ASY_rep1,1,0,1,0,0,0
P16_ASY_rep2,1,0,1,0,0,0
P16_ASY_rep3,1,0,1,0,0,0
P16_ASY_rep4,1,0,1,0,0,0
P16_ASY_rep5,1,0,1,0,0,0
P16_COR_rep1,1,0,0,0,0,0
P16_COR_rep10,0,,,,,
P16_COR_rep2,1,0,0,0,0,0
P16_COR_rep3,1,0,0,0,0,0
P16_COR_rep4,1,0,0,0,0,0
P16_COR_rep5,1,0,0,0,0,0
P16_COR_rep6,0,,,,,
P16_COR_rep7,1,0,0,0,0,0
P16_COR_rep8,1,0,0,0,0,0
P16_COR_rep9,1,0,0,0,0,0
P16_ELB_rep1,1,1,0,1,0,0
P16_ELB_rep2,0,,,,,
P16_ELB_rep3,1,1,0,0,0,0
P16_ELB_rep4,0,,,,,
P16_ELB_rep5,1,1,0,0,0,0
P16_HED_rep1,0,,,,,
P16_HED_rep2,1,0,0,0,0,1
P16_HED_rep3,1,0,0,0,0,1
P16_HED_rep4,1,0,0,0,0,1
P16_HED_rep5,1,0,0,0,0,1
P16_SHR_rep1,1,0,0,1,0,0
P16_SHR_rep2,1,0,0,1,0,0
P16_SHR_rep3,1,0,0,1,0,0
P16_SHR_rep4,1,0,0,1,0,0
P16_SHR_rep5,1,0,0,1,0,0
P16_TRK_rep1,1,0,0,0,1,0
P16_TRK_rep2,1,0,0,0,1,0
P16_TRK_rep3,1,0,1,0,1,0
P16_TRK_rep4,1,0,0,0,1,0
P16_TRK_rep5,0,,,,,
P17_ASY_rep1,1,0,1,0,0,0
P17_ASY_rep2,1,0,1,0,0,0
P17_ASY_rep3,1,0,1,0,0,0
P17_ASY_rep4,1,0,1,0,0,0
P17_ASY_rep5,1,0,1,0,0,0
P17_COR_rep1,1,0,0,0,0,0
P17_COR_rep10,0,,,,,
P17_COR_rep2,0,,,,,
P17_COR_rep3,1,0,0,0,0,0
P17_COR_rep4,1,0,0,0,0,0
P17_COR_rep5,0,,,,,
P17_COR_rep6,0,,,,,
P17_COR_rep7,1,0,0,0,0,0
P17_COR_rep8,0,,,,,
P17_COR_rep9,1,0,0,0,0,0
P17_ELB_rep1,0,,,,,
P17_ELB_rep2,1,1,0,0,0,0
P17_ELB_rep3,0,,,,,
P17_ELB_rep4,1,1,0,1,0,0
P17_ELB_rep5,1,1,0,1,0,0
P17_HED_rep1,0,,,,,
P17_HED_rep2,0,,,,,
P17_HED_rep3,1,0,0,1,0,1
P17_HED_rep4,1,0,0,0,0,1
P17_HED_rep5,0,,,,,
P17_SHR_rep1,1,0,0,1,0,0
P17_SHR_rep2,0,,,,,
P17_SHR_rep3,1,0,0,1,0,0
P17_SHR_rep4,1,0,0,1,0,0
P17_SHR_rep5,1,0,0,1,0,0
P17_TRK_rep1,1,0,0,0,1,1
P17_TRK_rep2,1,0,0,0,1,0
P17_TRK_rep3,1,0,0,0,1,0
P17_TRK_rep4,1,0,0,0,1,0
P17_TRK_rep5,1,0,0,0,1,0
P18_ASY_rep1,0,,,,,
P18_ASY_rep2,1,0,1,1,0,0
P18_ASY_rep3,1,0,1,0,0,0
P18_ASY_rep4,1,0,1,0,0,0
P18_ASY_rep5,1,0,1,0,0,0
P18_COR_rep1,0,,,,,
P18_COR_rep10,1,0,0,0,0,0
P18_COR_rep2,0,,,,,
P18_COR_rep3,1,0,0,0,0,0
P18_COR_rep4,1,0,0,0,0,0
P18_COR_rep5,1,0,0,0,0,0
P18_COR_rep6,1,0,0,0,0,0
P18_COR_rep7,1,0,0,0,0,0
P18_COR_rep8,1,0,0,0,0,0
P18_COR_rep9,0,,,,,
P18_ELB_rep1,1,0,0,1,0,0
P18_ELB_rep2,0,,,,,
P18_ELB_rep3,0,,,,,
P18_ELB_rep4,0,,,,,
P18_ELB_rep5,0,,,,,
P18_HED_rep1,1,0,0,0,0,1
P18_HED_rep2,0,,,,,
P18_HED_rep3,0,,,,,
P18_HED_rep4,0,,,,,
P18_HED_rep5,0,,,,,
P18_SHR_rep1,1,0,0,1,0,0
P18_SHR_rep2,1,0,0,1,0,0
P18_SHR_rep3,1,0,0,1,0,0
P18_SHR_rep4,1,0,0,1,0,0
P18_SHR_rep5,1,0,0,1,0,0
P18_TRK_rep1,1,0,0,1,1,0
P18_TRK_rep2,1,0,0,1,1,0
P18_TRK_rep3,0,,,,,
P18_TRK_rep4,0,,,,,
P18_TRK_rep5,0,,,,,
