clip_id,rater,elbow,asymmetry,shoulder,trunk,head,confidence
P02_HED_rep5,R1,0,0,0,0,1,3
P02_HED_rep5,R2,0,0,0,0,1,3
P02_SHR_rep1,R1,0,0,1,0,0,3
P02_SHR_rep1,R2,0,0,1,0,0,3
P02_SHR_rep2,R1,0,0,1,0,0,3
P02_SHR_rep2,R2,0,0,1,0,0,3
P02_SHR_rep3,R1,0,0,1,0,0,2
P02_SHR_rep3,R2,0,0,1,0,0,3
P02_SHR_rep4,R1,0,0,1,0,0,3
P02_SHR_rep4,R2,0,0,1,0,0,3
P02_SHR_rep5,R1,0,0,1,0,0,3
P02_SHR_rep5,R2,0,0,1,0,0,3
P02_TRK_rep1,R1,0,1,0,1,0,2
P02_TRK_rep1,R2,0,0,1,1,0,2
P02_TRK_rep2,R1,0,1,0,1,0,2
P02_TRK_rep2,R2,0,1,0,1,0,3
P02_TRK_rep3,R1,0,1,0,1,0,2
P02_TRK_rep3,R2,0,1,0,1,0,2
P02_TRK_rep4,R1,0,1,0,1,0,2
P02_TRK_rep4,R2,0,1,0,0,0,3
P02_TRK_rep5,R1,0,1,0,1,0,2
P02_TRK_rep5,R2,0,0,1,1,0,2
P03_ASY_rep1,R1,0,1,0,0,0,2
P03_ASY_rep1,R2,0,1,0,0,0,3
P03_ASY_rep2,R1,0,1,0,0,0,3
P03_ASY_rep2,R2,0,1,0,0,0,3
P03_ASY_rep3,R1,0,1,0,0,0,3
P03_ASY_rep3,R2,0,1,0,0,0,3
P03_ASY_rep4,R1,0,1,0,0,0,3
P03_ASY_rep4,R2,0,1,0,0,0,3
P03_ASY_rep5,R1,0,1,0,0,0,3
P03_ASY_rep5,R2,0,1,0,0,0,3
P03_COR_rep1,R1,0,0,0,0,0,3
P03_COR_rep1,R2,0,0,0,0,0,3
P03_COR_rep10,R1,0,0,0,0,0,3
P03_COR_rep10,R2,0,0,0,0,0,3
P03_COR_rep2,R1,0,0,0,0,0,3
P03_COR_rep2,R2,0,0,0,0,0,3
P03_COR_rep3,R1,0,0,0,0,0,3
P03_COR_rep3,R2,0,0,0,0,0,3
P03_COR_rep4,R1,0,0,0,0,0,3
P03_COR_rep4,R2,0,0,0,0,0,3
P03_COR_rep5,R1,0,0,0,0,0,2
P03_COR_rep5,R2,0,0,0,0,0,3
P03_COR_rep6,R1,0,0,0,0,0,2
P03_COR_rep6,R2,0,0,0,0,0,3
P03_COR_rep7,R1,0,0,0,0,0,2
P03_COR_rep7,R2,0,0,0,0,0,3
P03_COR_rep8,R1,0,0,0,0,0,3
P03_COR_rep8,R2,0,0,0,0,0,3
P03_COR_rep9,R1,0,0,0,0,0,3
P03_COR_rep9,R2,0,0,0,0,0,3
P03_ELB_rep1,R1,1,0,0,0,0,3
P03_ELB_rep1,R2,1,0,0,0,0,3
P03_ELB_rep2,R1,1,0,0,0,0,3
P03_ELB_rep2,R2,1,0,0,0,0,3
P03_ELB_rep3,R1,1,0,0,0,0,3
P03_ELB_rep3,R2,1,0,0,0,0,3
P03_ELB_rep4,R1,1,0,0,0,0,3
P03_ELB_rep4,R2,1,0,0,0,0,3
P03_ELB_rep5,R1,1,0,0,0,0,3
P03_ELB_rep5,R2,1,0,0,0,0,3
P03_HED_rep1,R1,0,0,1,0,1,2
P03_HED_rep1,R2,0,0,0,0,1,3
P03_HED_rep2,R1,0,0,0,0,1,2
P03_HED_rep2,R2,0,0,0,0,1,3
P03_HED_rep3,R1,0,0,0,0,1,3
P03_HED_rep3,R2,0,0,0,0,1,3
P03_HED_rep4,R1,0,0,0,0,1,2
P03_HED_rep4,R2,0,0,0,0,1,3
P03_HED_rep5,R1,0,0,0,0,1,3
P03_HED_rep5,R2,0,0,0,0,1,3
P03_SHR_rep1,R1,0,0,1,0,0,2
P03_SHR_rep1,R2,0,0,1,0,0,3
P03_SHR_rep2,R1,0,0,1,0,0,3
P03_SHR_rep2,R2,0,0,1,0,0,3
P03_SHR_rep3,R1,0,0,1,0,0,2
P03_SHR_rep3,R2,0,0,1,0,0,3
P03_SHR_rep4,R1,0,0,1,0,0,3
P03_SHR_rep4,R2,0,0,1,0,0,3
P03_SHR_rep5,R1,0,0,1,0,0,3
P03_SHR_rep5,R2,0,0,1,0,0,3
P03_TRK_rep1,R1,0,0,0,1,0,2
P03_TRK_rep1,R2,0,0,0,1,0,3
P03_TRK_rep2,R1,0,0,0,1,0,2
P03_TRK_rep2,R2,0,0,0,1,1,3
P03_TRK_rep3,R1,0,0,0,1,0,3
P03_TRK_rep3,R2,0,0,0,1,0,3
P03_TRK_rep4,R1,0,0,0,1,0,3
P03_TRK_rep4,R2,0,0,0,1,1,3
P03_TRK_rep5,R1,0,0,0,1,0,3
P03_TRK_rep5,R2,0,0,0,1,0,3
P04_ASY_rep1,R1,0,1,0,0,0,1
P04_ASY_rep1,R2,0,1,0,0,0,3
P04_ASY_rep2,R1,0,1,0,0,0,3
P04_ASY_rep2,R2,0,1,0,0,0,3
P04_ASY_rep3,R1,0,1,0,0,0,3
P04_ASY_rep3,R2,0,1,0,0,0,3
P04_ASY_rep4,R1,0,1,0,0,0,2
P04_ASY_rep4,R2,0,1,0,0,0,3
P04_ASY_rep5,R1,0,1,0,0,0,3
P04_ASY_rep5,R2,0,1,0,0,0,3
P04_COR_rep1,R1,0,0,0,0,0,3
P04_COR_rep1,R2,0,0,0,0,0,3
P04_COR_rep10,R1,0,0,0,0,0,2
P04_COR_rep10,R2,0,0,0,0,0,3
P04_COR_rep2,R1,0,0,0,0,0,3
P04_COR_rep2,R2,0,0,0,0,0,3
P04_COR_rep3,R1,0,0,0,0,0,3
P04_COR_rep3,R2,0,0,0,0,0,3
P04_COR_rep4,R1,0,0,0,0,0,3
P04_COR_rep4,R2,0,0,0,0,0,3
P04_COR_rep5,R1,0,0,0,0,0,3
P04_COR_rep5,R2,0,0,0,0,0,3
P04_COR_rep6,R1,0,0,0,0,0,3
P04_COR_rep6,R2,0,0,0,0,0,3
P04_COR_rep7,R1,0,0,0,0,0,3
P04_COR_rep7,R2,0,0,0,0,0,3
P04_COR_rep8,R1,0,0,0,0,0,3
P04_COR_rep8,R2,0,0,0,0,0,3
P04_COR_rep9,R1,0,0,0,0,0,3
P04_COR_rep9,R2,0,0,0,0,0,3
P04_ELB_rep1,R1,1,0,0,0,0,3
P04_ELB_rep1,R2,1,0,0,0,0,3
P04_ELB_rep2,R1,1,1,0,0,0,2
P04_ELB_rep2,R2,1,0,0,0,0,3
P04_ELB_rep3,R1,1,1,0,0,0,3
P04_ELB_rep3,R2,1,0,0,0,0,2
P04_ELB_rep4,R1,1,0,0,0,0,2
P04_ELB_rep4,R2,1,0,0,0,0,3
P04_ELB_rep5,R1,1,0,0,0,0,3
P04_ELB_rep5,R2,1,0,0,0,0,2
P04_HED_rep2,R1,0,0,1,0,1,2
P04_HED_rep2,R2,0,0,0,0,1,3
P04_HED_rep3,R1,0,0,0,0,1,3
P04_HED_rep3,R2,0,0,0,0,1,3
P04_HED_rep4,R1,0,0,0,0,1,3
P04_HED_rep4,R2,0,0,0,0,1,3
P04_HED_rep5,R1,0,0,1,0,1,2
P04_HED_rep5,R2,0,0,0,0,1,3
P04_SHR_rep1,R1,0,0,1,0,0,3
P04_SHR_rep1,R2,0,0,1,0,0,3
P04_SHR_rep2,R1,0,0,1,0,0,3
P04_SHR_rep2,R2,0,0,1,0,0,3
P04_SHR_rep3,R1,0,0,1,0,0,3
P04_SHR_rep3,R2,0,0,1,0,0,3
P04_SHR_rep4,R1,0,0,1,0,0,3
P04_SHR_rep4,R2,0,0,1,0,0,3
P04_SHR_rep5,R1,0,0,1,0,0,3
P04_SHR_rep5,R2,0,0,1,0,0,3
P04_TRK_rep1,R1,0,0,0,1,0,1
P04_TRK_rep1,R2,0,0,0,1,0,3
P04_TRK_rep2,R1,0,0,0,1,0,2
P04_TRK_rep2,R2,0,0,0,1,0,3
P04_TRK_rep3,R1,0,0,0,1,0,3
P04_TRK_rep3,R2,0,0,0,1,0,3
P04_TRK_rep4,R1,0,0,0,1,0,2
P04_TRK_rep4,R2,0,0,0,1,0,3
P04_TRK_rep5,R1,0,1,0,1,0,2
P04_TRK_rep5,R2,0,1,0,1,0,2
P05_ASY_rep1,R1,0,1,0,0,0,3
P05_ASY_rep1,R2,0,1,0,0,0,3
P05_ASY_rep2,R1,0,1,0,0,0,3
P05_ASY_rep2,R2,0,1,0,0,0,3
P05_ASY_rep3,R1,0,1,0,0,0,3
P05_ASY_rep3,R2,0,1,0,0,0,3
P05_ASY_rep4,R1,0,1,0,0,0,3
P05_ASY_rep4,R2,0,1,0,0,0,3
P05_ASY_rep5,R1,0,1,0,0,0,3
P05_ASY_rep5,R2,0,1,0,0,0,3
P05_COR_rep10,R1,0,0,0,0,0,3
P05_COR_rep10,R2,0,0,0,0,0,3
P05_COR_rep2,R1,0,0,0,0,0,3
P05_COR_rep2,R2,0,0,0,0,0,3
P05_COR_rep3,R1,0,0,0,0,0,3
P05_COR_rep3,R2,0,0,0,0,0,3
P05_COR_rep4,R1,0,0,0,0,0,3
P05_COR_rep4,R2,0,0,0,0,0,3
P05_COR_rep5,R1,0,0,0,0,0,3
P05_COR_rep5,R2,0,0,0,0,0,3
P05_COR_rep6,R1,0,0,0,0,0,2
P05_COR_rep6,R2,0,0,0,0,0,3
P05_COR_rep7,R1,0,0,0,0,0,3
P05_COR_rep7,R2,0,0,0,0,0,3
P05_COR_rep8,R1,0,0,0,0,0,3
P05_COR_rep8,R2,0,0,0,0,0,3
P05_COR_rep9,R1,0,0,0,0,0,3
P05_COR_rep9,R2,0,0,0,0,0,3
P05_ELB_rep1,R1,1,0,0,0,0,3
P05_ELB_rep1,R2,1,0,0,0,0,3
P05_ELB_rep2,R1,1,0,0,0,0,3
P05_ELB_rep2,R2,1,0,0,0,0,3
P05_ELB_rep3,R1,1,0,1,0,0,2
P05_ELB_rep3,R2,1,0,0,0,0,3
P05_ELB_rep4,R1,1,0,1,0,0,2
P05_ELB_rep4,R2,1,0,0,0,0,3
P05_ELB_rep5,R1,1,0,1,0,0,2
P05_ELB_rep5,R2,1,0,0,0,0,3
P05_HED_rep2,R1,0,0,0,0,1,3
P05_HED_rep2,R2,0,0,0,0,1,3
P05_HED_rep3,R1,0,0,0,0,1,3
P05_HED_rep3,R2,0,0,0,0,1,3
P05_HED_rep4,R1,0,0,0,0,1,3
P05_HED_rep4,R2,0,0,0,0,1,3
P05_HED_rep5,R1,0,0,0,0,1,3
P05_HED_rep5,R2,0,0,0,0,1,3
P05_SHR_rep2,R1,0,0,1,0,0,3
P05_SHR_rep2,R2,0,0,1,0,0,3
P05_SHR_rep3,R1,0,0,1,0,0,2
P05_SHR_rep3,R2,0,0,1,0,0,3
P05_SHR_rep4,R1,0,0,1,0,0,3
P05_SHR_rep4,R2,0,0,1,0,0,3
P05_SHR_rep5,R1,0,0,1,0,0,3
P05_SHR_rep5,R2,0,0,1,0,0,3
P05_TRK_rep2,R1,0,0,1,1,0,2
P05_TRK_rep2,R2,0,0,0,1,0,3
P05_TRK_rep3,R1,0,0,0,1,0,2
P05_TRK_rep3,R2,0,0,0,1,1,2
P05_TRK_rep4,R1,0,0,0,1,0,3
P05_TRK_rep4,R2,0,1,0,1,0,2
P05_TRK_rep5,R1,0,0,0,1,0,2
P05_TRK_rep5,R2,0,0,0,1,0,2
P06_ASY_rep1,R1,0,1,0,0,0,2
P06_ASY_rep1,R2,0,1,0,0,0,3
P06_ASY_rep2,R1,0,1,0,0,0,3
P06_ASY_rep2,R2,0,1,0,0,0,3
P06_ASY_rep3,R1,0,1,0,0,0,2
P06_ASY_rep3,R2,0,1,0,0,0,3
P06_ASY_rep4,R1,0,1,0,0,0,3
P06_ASY_rep4,R2,0,1,0,0,0,3
P06_ASY_rep5,R1,0,1,0,0,0,3
P06_ASY_rep5,R2,0,1,0,0,0,3
P06_COR_rep1,R1,0,0,0,0,0,3
P06_COR_rep1,R2,0,0,0,0,0,3
P06_COR_rep10,R1,0,0,0,0,0,3
P06_COR_rep10,R2,0,0,0,0,0,3
P06_COR_rep2,R1,0,0,0,0,0,3
P06_COR_rep2,R2,0,0,0,0,0,3
P06_COR_rep3,R1,0,0,0,0,0,2
P06_COR_rep3,R2,0,0,0,0,0,3
P06_COR_rep4,R1,0,0,0,0,0,3
P06_COR_rep4,R2,0,0,0,0,0,3
P06_COR_rep5,R1,0,0,0,0,0,3
P06_COR_rep5,R2,0,0,0,0,0,3
P06_COR_rep6,R1,0,0,0,0,0,3
P06_COR_rep6,R2,0,0,0,0,0,3
P06_COR_rep7,R1,0,0,0,0,0,3
P06_COR_rep7,R2,0,0,0,0,0,3
P06_COR_rep8,R1,0,0,0,0,0,3
P06_COR_rep8,R2,0,0,0,0,0,3
P06_COR_rep9,R1,0,0,0,0,0,3
P06_COR_rep9,R2,0,0,0,0,0,3
P06_ELB_rep1,R1,1,0,0,0,0,3
P06_ELB_rep1,R2,1,0,1,0,0,2
P06_ELB_rep2,R1,1,0,0,0,0,2
P06_ELB_rep2,R2,1,0,0,0,0,3
P06_ELB_rep3,R1,1,0,0,0,0,3
P06_ELB_rep3,R2,1,0,0,0,0,3
P06_ELB_rep4,R1,1,0,0,0,0,2
P06_ELB_rep4,R2,1,0,0,0,0,3
P06_ELB_rep5,R1,1,0,0,0,1,2
P06_ELB_rep5,R2,1,0,0,0,0,3
P06_HED_rep1,R1,0,0,0,0,1,3
P06_HED_rep1,R2,0,0,0,0,1,3
P06_HED_rep2,R1,0,0,0,0,1,3
P06_HED_rep2,R2,0,0,0,0,1,2
P06_HED_rep3,R1,0,0,0,0,1,3
P06_HED_rep3,R2,0,0,0,0,1,3
P06_HED_rep4,R1,0,0,0,0,1,2
P06_HED_rep4,R2,0,0,0,0,1,3
P06_HED_rep5,R1,0,0,0,0,1,3
P06_HED_rep5,R2,0,1,0,1,0,2
P06_SHR_rep1,R1,0,0,1,0,0,3
P06_SHR_rep1,R2,0,0,1,0,0,3
P06_SHR_rep2,R1,0,0,1,0,0,3
P06_SHR_rep2,R2,0,0,1,0,0,3
P06_SHR_rep3,R1,0,0,1,0,0,3
P06_SHR_rep3,R2,0,0,1,0,0,2
P06_SHR_rep4,R1,0,0,1,0,0,3
P06_SHR_rep4,R2,0,0,1,0,0,3
P06_SHR_rep5,R1,0,0,1,0,0,3
P06_SHR_rep5,R2,0,0,1,0,0,3
P06_TRK_rep1,R1,0,0,0,1,1,3
P06_TRK_rep1,R2,0,0,0,1,1,2
P06_TRK_rep2,R1,0,0,0,1,1,2
P06_TRK_rep2,R2,0,0,0,1,1,3
P06_TRK_rep3,R1,0,0,0,1,1,2
P06_TRK_rep3,R2,0,0,0,1,1,3
P06_TRK_rep4,R1,0,0,1,0,1,2
P06_TRK_rep4,R2,0,0,0,0,1,2
P06_TRK_rep5,R1,0,0,1,0,1,2
P06_TRK_rep5,R2,0,0,0,1,1,3
P07_ASY_rep1,R1,0,1,0,0,0,3
P07_ASY_rep1,R2,0,1,0,0,0,3
P07_ASY_rep2,R1,0,1,0,0,0,3
P07_ASY_rep2,R2,0,1,0,0,0,3
P07_ASY_rep3,R1,0,1,0,0,0,3
P07_ASY_rep3,R2,0,1,0,0,0,3
P07_ASY_rep4,R1,0,1,0,0,0,3
P07_ASY_rep4,R2,0,1,0,0,0,3
P07_ASY_rep5,R1,0,1,0,0,0,3
P07_ASY_rep5,R2,0,1,0,0,0,3
P07_COR_rep1,R1,0,0,0,0,0,1
P07_COR_rep1,R2,0,0,0,0,0,3
P07_COR_rep10,R1,0,0,0,0,0,3
P07_COR_rep10,R2,0,0,0,0,0,3
P07_COR_rep2,R1,0,0,0,0,0,3
P07_COR_rep2,R2,0,0,0,0,0,3
P07_COR_rep3,R1,0,0,0,0,0,3
P07_COR_rep3,R2,0,0,0,0,0,3
P07_COR_rep4,R1,0,0,0,0,0,3
P07_COR_rep4,R2,0,0,0,0,0,3
P07_COR_rep5,R1,0,0,0,0,0,3
P07_COR_rep5,R2,0,0,0,0,0,3
P07_COR_rep6,R1,0,0,0,0,0,3
P07_COR_rep6,R2,0,0,0,0,0,3
P07_COR_rep7,R1,0,0,0,0,0,3
P07_COR_rep7,R2,0,0,0,0,0,3
P07_COR_rep8,R1,0,0,0,0,0,3
P07_COR_rep8,R2,0,0,0,0,0,3
P07_COR_rep9,R1,0,0,0,0,0,3
P07_COR_rep9,R2,0,0,0,0,0,3
P07_ELB_rep1,R1,1,0,0,0,0,3
P07_ELB_rep1,R2,1,0,0,0,0,3
P07_ELB_rep2,R1,1,0,0,0,0,3
P07_ELB_rep2,R2,1,0,0,0,0,3
P07_ELB_rep3,R1,1,0,0,0,0,3
P07_ELB_rep3,R2,1,0,0,0,0,3
P07_ELB_rep4,R1,1,0,0,0,0,2
P07_ELB_rep4,R2,1,0,0,0,0,3
P07_ELB_rep5,R1,1,0,0,0,0,2
P07_ELB_rep5,R2,1,0,0,0,0,2
P07_HED_rep1,R1,0,0,0,0,1,3
P07_HED_rep1,R2,0,0,0,0,1,3
P07_HED_rep2,R1,0,0,0,0,1,2
P07_HED_rep2,R2,0,0,0,0,1,3
P07_HED_rep3,R1,0,0,0,0,1,3
P07_HED_rep3,R2,0,0,0,0,1,3
P07_HED_rep4,R1,0,0,0,0,1,3
P07_HED_rep4,R2,0,0,0,0,1,3
P07_HED_rep5,R1,0,0,0,0,1,3
P07_HED_rep5,R2,0,0,0,0,1,3
P07_SHR_rep1,R1,0,0,1,0,0,2
P07_SHR_rep1,R2,0,0,1,0,0,3
P07_SHR_rep2,R1,0,0,1,0,0,3
P07_SHR_rep2,R2,0,0,1,0,0,2
P07_SHR_rep3,R1,0,0,1,0,0,3
P07_SHR_rep3,R2,0,0,1,0,0,3
P07_SHR_rep4,R1,0,0,1,0,0,2
P07_SHR_rep4,R2,0,0,1,0,0,3
P07_SHR_rep5,R1,0,0,1,0,0,1
P07_SHR_rep5,R2,0,0,1,0,0,2
P07_TRK_rep1,R1,0,1,0,1,1,2
P07_TRK_rep1,R2,0,0,0,1,1,2
P07_TRK_rep2,R1,0,1,0,1,1,2
P07_TRK_rep2,R2,0,0,0,1,1,3
P07_TRK_rep3,R1,0,1,0,1,0,2
P07_TRK_rep3,R2,0,0,0,1,0,3
P07_TRK_rep4,R1,0,1,0,1,0,2
P07_TRK_rep4,R2,0,0,0,1,1,2
P07_TRK_rep5,R1,0,1,0,1,0,2
P07_TRK_rep5,R2,0,0,0,1,1,2
P08_ASY_rep1,R1,0,0,0,0,0,3
P08_ASY_rep1,R2,0,0,0,0,0,3
P08_ASY_rep2,R1,0,1,0,0,0,3
P08_ASY_rep2,R2,0,1,0,0,0,3
P08_ASY_rep3,R1,0,1,0,0,0,3
P08_ASY_rep3,R2,0,1,0,0,0,3
P08_ASY_rep4,R1,0,1,0,0,0,3
P08_ASY_rep4,R2,0,1,0,0,0,3
P08_ASY_rep5,R1,0,1,0,0,0,3
P08_ASY_rep5,R2,0,1,0,0,0,3
P08_COR_rep1,R1,0,0,0,0,0,3
P08_COR_rep1,R2,0,1,0,0,0,3
P08_COR_rep10,R1,0,0,0,0,0,3
P08_COR_rep10,R2,0,1,0,0,0,2
P08_COR_rep2,R1,0,0,0,0,0,3
P08_COR_rep2,R2,0,1,0,0,0,2
P08_COR_rep3,R1,0,0,0,0,0,2
P08_COR_rep3,R2,0,1,0,0,0,3
P08_COR_rep4,R1,0,0,0,0,0,3
P08_COR_rep4,R2,0,1,0,0,0,2
P08_COR_rep5,R1,0,0,0,0,0,2
P08_COR_rep5,R2,0,1,0,0,0,3
P08_COR_rep6,R1,0,0,0,0,0,3
P08_COR_rep6,R2,0,1,0,0,0,2
P08_COR_rep7,R1,0,0,0,0,0,2
P08_COR_rep7,R2,0,1,0,0,0,3
P08_COR_rep8,R1,0,0,0,0,0,3
P08_COR_rep8,R2,0,1,0,0,0,3
P08_COR_rep9,R1,0,0,0,0,0,3
P08_COR_rep9,R2,0,1,0,0,0,2
P08_ELB_rep1,R1,1,0,0,0,0,3
P08_ELB_rep1,R2,1,0,0,0,0,3
P08_ELB_rep2,R1,1,1,0,0,0,3
P08_ELB_rep2,R2,1,0,0,0,0,3
P08_ELB_rep3,R1,1,0,0,0,0,2
P08_ELB_rep3,R2,1,0,0,0,0,3
P08_ELB_rep4,R1,1,0,1,0,0,2
P08_ELB_rep4,R2,1,0,0,0,0,2
P08_ELB_rep5,R1,1,0,0,0,0,2
P08_ELB_rep5,R2,1,0,0,0,0,3
P08_HED_rep1,R1,0,0,0,0,1,3
P08_HED_rep1,R2,0,1,0,0,1,2
P08_HED_rep2,R1,0,0,0,0,1,3
P08_HED_rep2,R2,0,0,0,0,1,3
P08_HED_rep3,R1,0,0,1,0,1,2
P08_HED_rep3,R2,0,0,1,0,1,3
P08_HED_rep4,R1,0,0,0,0,1,3
P08_HED_rep4,R2,0,0,0,0,1,3
P08_HED_rep5,R1,0,0,0,0,1,3
P08_HED_rep5,R2,0,0,0,0,1,3
P08_SHR_rep1,R1,0,0,1,0,0,3
P08_SHR_rep1,R2,0,1,0,0,0,3
P08_SHR_rep2,R1,0,0,1,0,0,2
P08_SHR_rep2,R2,0,1,0,0,0,2
P08_SHR_rep3,R1,0,0,1,0,0,1
P08_SHR_rep3,R2,0,1,1,0,0,2
P08_SHR_rep4,R1,0,0,1,0,0,1
P08_SHR_rep4,R2,0,1,0,0,0,2
P08_SHR_rep5,R1,0,0,0,0,0,3
P08_SHR_rep5,R2,0,1,0,0,0,1
P08_TRK_rep1,R1,0,1,0,1,0,2
P08_TRK_rep1,R2,0,1,0,1,0,3
P08_TRK_rep2,R1,0,1,0,1,0,2
P08_TRK_rep2,R2,0,1,0,1,0,2
P08_TRK_rep3,R1,0,1,0,1,0,2
P08_TRK_rep3,R2,0,0,0,1,0,2
P08_TRK_rep4,R1,0,1,0,1,0,2
P08_TRK_rep4,R2,0,1,0,1,0,3
P08_TRK_rep5,R1,0,1,0,1,0,2
P08_TRK_rep5,R2,0,1,0,1,0,2
P09_ASY_rep1,R1,0,1,0,0,0,3
P09_ASY_rep1,R2,0,1,0,0,0,3
